AdditionalExp,AgentStatus,AgExemptYN,AnnualLeaseAmt,APXBuildingSqFt,ApxWarehouseSqFt,AssociationFee,AVMYN,Baths,Bedrooms,BlogYN,CAMSf,CeilingHeight,City,Construction,Cooling,County,DateNewListing,DeedRestrictions,Directions,DisplayAddressListing,DisplayFlagAddress,Dockage,DualCommisson,ElectricVoltage,ElementarySchool,ElevatorYN,ExclusiveAgency,ExistingMtg,ExteriorMiscellaneous,Extras,Floor,ForeclosedYN,FrontageRoad,GrossIncome,Heating,HighSchool,HOAYN,IDX,IDXYN,LeaseOption,LeaseRate,LeaseTerm,LeaseTerms,LeaseType,LeaseYN,ListAgentAgentID,ListDate,ListingAgentID,ListingBoardID,ListingFirmID,ListingID,ListingOfficeID,ListingStatus,ListOfficeOfficeID,ListPrice,Location,LotSizeArea,LotSizeDim1,LotSizeDim2,LotSizeDim4,LotSizeDimensions,MiddleSchool,ModificationTimeStamp,NaturalGasYN,NetIncome,NonRep,NonRepCommType,Offerings,OfficeIDX,OfficeSqFt,OfficeStatus,OpenHouseAgentID,OpenHouseBoardID,OpenHouseEndDate,OpenHouseEndTime,OpenHouseEndTimeAMPM,OpenHouseFirmID,OpenHouseOfficeID,OpenHouseRemarks,OpenHouseStartDate,OpenHouseStartTimeAMPM,OpenHouseTime,OpenHouseType,OpenHouseYN,OperatingExpenses,OriginalListingFirm,OverheadDoors,ParcelNumber,Parking,PendingAgentAgentID,PendingOfficeOfficeID,PhotoCount,PhotoModificationTimestamp,Photos,PostalCode,PropertyFormat,PropertySubtype,PropertyType,PropertyTypeFeatures,PublicRemarks,Restrooms,Roof,SaleIncludes,SaleYN,Sewer,ShortSaleYN,Show,ShowNoShow,SprinklerYN,StateOrProvince,StatusChangeDate,Stories,StreetDirPrefix,StreetName,StreetNumber,Subdivision,TaxAmount,TaxRange,TaxSectionCode,TaxTownship,TermsNewFinancing,TotalLivingSF,TotalUnits,TransBrokerCommType,Units,Utilities,VirtualTourURL,VirtualTourYN,VOWYN,Water,Waterfront,YearBuilt,Zoning
,"- Active",,,2500,,,No,2,3,No,,"15-20 Ft.",Hernando,,"Ceiling Fan",Marion,2013-12-19,,"From Hernando take CR 41 towards Dunnellon. Look for signs on left.",Yes,Yes,,No,,,,Right,,,,,,,,"Central Electric",,,Yes,Yes,,,,None,,No,27155790271511717,2013-11-20,271511717,2715,579,400787,0,Active,27155790,275000,,2,,,,,,2014-02-25T14:32:42,,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"KIEFER REALTY, PA-0",,2271281,"16+ Spaces",,,8,2013-12-19T16:12:14,Attached,34442,,Other,Commercial,Rt-Restaurant/Bar,"Illness forces sale. Formally the Thunder Inn this location is ready for your bar or other business. Walk to work from the 3 bedroom, 3 bath home with 1,216 square feet built in 2000 that is located on the property. Huge storage building or garage. Commercial building consists of coolers, bar, tables, chairs & two handicap accessible restrooms. There is even a 4-co-op liquor license INCLUDED if needed. Located on busy County Road 41 between Dunnellon & Hernando.",1,,"Building(s) and Land",Yes,"Private,Septic",No,"Call List Office,Call Listing Agent","Lister m/ Accpny",,Florida,2014-02-25,One,N,"Florida AVE CR 41",5210,"Out Of County",707,19E,10,18,,3716,,%,2,"Underground Electric",,,Yes,"Private Water",,,Other
,"- Active",,,,,,No,0,0,No,,None,Wildwood,"Other-See Remarks",None,Marion,2014-03-06,,"I-75 south. Take the Fl-44 exit, Exit # 329, towards Wildwood. Keep left to take ramp towards Wildwood/Leesburg/The Villages. Turn Left onto FL-44, continue to follow FL-44.",Yes,Yes,,No,,,,Right,,"Other-See Remarks",,,,County,,None,,,Yes,Yes,,,,None,,No,27155790271511717,2014-03-06,271511717,2715,579,404261,0,Active,27155790,2500000,"Paved Street,Highway Frontage",21.91,,,,,,2014-03-07T12:08:38,,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"KIEFER REALTY, PA-0",,NA,"Other-See Remarks",,,4,2014-03-06T15:28:05,Attached,34785,,Other,Commercial,"I-Other See Remarks,O-Other See Remarks,A-Other See Remarks,B-Other See Remarks","Investors Dream. Located approximately a block from the new Villages entrance & town square. Property sits caddy-corner to the new proposed hospital, backs to Lake Okahumpka, property has already passed the state of Florida comp plan, Sumter County says just bring us your plan. Approximately 12 acres are currently buildable, 10 acres are wetlands. The original plan was for an assisted living/rehab/nursing home, but now the choice is yours! Do not enter structure on property, it is NOT safe!",0,"Other-See Remarks","Other-See Remarks",Yes,"Other-See Remarks",Yes,"Go To Site","Call List Office",,Florida,2014-03-07,Other,E,"SR 44",5627,"Comm Nonsub",2100,23E,16,19,"Cash,Exchange/1031,Owner,Other-See Remarks",2272,,%,0,"Other-See Remarks",,,Yes,"Other-See Remarks",Lake,1950,"R-4 Residential Mixed Use"
0,"- Active",,,40000,,,Yes,0,1,Yes,0,"21-25 Ft.",Ocala,,"Central Electric",Marion,2011-03-24,,"Hwy 40, South on SW 33rd Ave, Right on SW 7th Street.  Property on south side of road",Yes,Yes,,No,,,,Right,,,,,,,,"Central Electric",,,Yes,Yes,,4,,"Varied Terms",Net,Yes,27158290271513249,2011-03-24,271513249,2715,829,356490,0,Active,27158290,4,,7.84,,,,,,2013-12-31T16:19:14,,,3.5,%,,Yes,,"- Active",,,,,,,,,,,,,,,"SPERRY VAN NESS-0",,2345200000,"16+ Spaces",,,1,2012-06-12T17:58:22,Attached,34474,,Industrial/Warehouse,Commercial,I-Warehouse,"We are pleased to exclusively offer new industrial space between 10,000-40,000sf in the Falcon Industrial Park.  The property is close to I-75 and includes 24' ceilings, dock and ground doors.",2,,"Building(s) Only",No,City,No,Appointment,"Call List Office",Yes,Florida,2013-12-31,One,SW,"7 ST",3420,"Comm Nonsub",3238,21E,23,15,,20000,,%,4,"Underground Electric",,Yes,Yes,City,,2009,"M-2 Heavy Industrial"
,"- Active",,,,,,Yes,0,0,Yes,,"11-14 Ft.",Ocala,,"Central Electric",Marion,2012-07-27,,"North on NE Jacksonville Road. East on 35th.  Property on south side of 35th.",Yes,Yes,,No,,,,Right,,,,,,,,"Central Electric",,,Yes,Yes,,0,,None,,No,27158290271513249,2012-07-27,271513249,2715,829,377513,0,Active,27158290,275000,,3.59,,,,,,2013-07-08T17:09:20,,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"SVN FLORIDA INC.-0",,24798-003-01,"16+ Spaces",,,5,2012-07-27T15:59:06,Attached,34479,,Retail,Commercial,"OT-Other See Remarks","4,296sf former bank branch, located in Ocala, Florida.  The property has great visibility on NW 35th Street and includes 3.59 acres and four teller lanes under a 1,370sf canopy.",2,,"Building(s) and Land",Yes,City,No,"Call Listing Agent","Call Listing Agt",,Florida,2013-04-23,One,NE,"35 ST",1250,"Comm Nonsub",8980,22E,05,15,,4296,,%,1,"Above Ground Electric",,,Yes,City,,1987,"B-2 Community Business"
,"- Active",,,34825,,,Yes,1,0,Yes,,"15-20 Ft.",Ocala,,"Central Electric",Marion,2013-03-05,,"Located just East of SE 60th (Airport Road) on SW 6th.  Property on Southside.",Yes,Yes,,No,480,,No,Right,,,,,,,,"Central Electric",,,Yes,Yes,,,,None,,No,27158290271513249,2013-03-05,271513249,2715,829,387255,0,Active,27158290,1200000,,2.44,,,,,,2014-02-14T13:48:28,,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"SVN FLORIDA INC.-0",,2318-009-003,"16+ Spaces",,,8,2013-03-05T15:00:41,Attached,34474,,Industrial/Warehouse,Commercial,"I-Warehouse,I-Manufacturing","34,825sf industrial property located in Ocala, Florida.  All under climate control.  Approx. 2,400sf of office.  Three dock high doors, One ramp.480 amp service to building.",3,,"Building(s) and Land",Yes,City,No,"Call Listing Agent","Call Listing Agt",No,Florida,2014-02-14,One,SW,6,5500,"Airport Com Ctr",16392,21E,16,15,,34825,,%,1,"Above Ground Electric",,,Yes,City,,1986,"M-1 Light Industrial"
0,"- Active",,,,,,Yes,0,0,Yes,0,"15-20 Ft.",Ocala,,"Central Electric",Marion,2013-05-21,,"Southeast corner of SR 200 and MLK Ave.  Big Yellow building.",Yes,Yes,,No,,,,Right,,,,,,,,"Central Electric",,,Yes,Yes,,3.5,,None,,Yes,27158290271513249,2013-05-21,271513249,2715,829,390755,0,Active,27158290,875000,,2.2,,,,,,2014-01-24T21:06:11,,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"SVN FLORIDA INC.-0",,23673-000-00,"16+ Spaces",,,4,2013-05-28T18:56:36,Attached,34470,,Industrial/Warehouse,Commercial,I-Warehouse,"""Big Yella"" is a 30,230sf manufacturing/distribution property located in the Ocala Industrial Park.  Built in 1964, the building is constructed of concrete block and includes 255' of frontage.  20,254 SF of air conditioned office, warehouse and storage space.  The entire building has fire sprinkler systems and features an additional 3,472 SF of mezzanine storage space.",3,,"Building(s) and Land",No,City,No,"Call Listing Agent","Call Listing Agt",Yes,Florida,2014-01-24,One,SW,"MARTIN LUTHER JR AVE",1011,"Ocala Ind Park","14,279",22E,19,15,,30230,,%,1,"Above Ground Electric,Street Lights",,,Yes,City,,,"M-1 Light Industrial"
,"- Active",,,,,,Yes,0,0,Yes,,"7-10 Ft.","Silver Springs",,"Central Electric",Marion,2014-01-27,,"Hwy 40 East, across from WalMart",Yes,Yes,,No,,,,Right,,,,,,,,"Central Electric",,,Yes,Yes,,,,"Other-See remarks",,No,27158290271513249,2014-01-27,271513249,2715,829,402331,0,Active,27158290,795000,,1.1,,,,,,2014-02-18T14:51:46,,,2,%,,Yes,,"- Active",,,,,,,,,,,,,,,"SVN FLORIDA INC.-0",,24159-000-00,"16+ Spaces",,,5,2014-01-27T15:43:27,Attached,34488,,Other,Commercial,R-Hotel/Motel,"The typical two story exterior corridor, ""L"" shape motel building with a single story administrative and  registration building  was built in 1969. Consist of 56 rooms with paved parking for 60 cars. The business model for the current operator is weekly rentals and daily stays.  The hotel sale will not include the Extend A Suite name.",0,,"Building(s) and Land",Yes,City,No,Appointment,"Call Listing Agt",,Florida,2014-02-18,One,E,"SILVER SPRINGS BLVD",5001,"Comm Nonsub",10235,22E,01,15,,25498,,%,0,"Above Ground Electric",,,Yes,City,,1969,"B-2 Community Business"
,"- Active",,,,,,Yes,0,1,Yes,,"7-10 Ft.",Ocala,,"Central Electric",Marion,2014-02-01,,"One block East of Magnolia.",Yes,Yes,,No,,,,Right,,,,,,,,"Central Electric",,,Yes,Yes,,,,None,,No,27158290271513249,2014-01-15,271513249,2715,829,402658,0,Active,27158290,119000,,.81,,,,,,2014-03-11T14:17:03,,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"SVN FLORIDA INC.-0",,26148-000-00,"6-15 Spaces",,,9,2014-02-01T23:35:27,Attached,34470,,Industrial/Warehouse,Commercial,"I-Warehouse,O-Building","Former cabinet shop with office and apartment efficiency.  6,504sf of warehouse.",1,,"Building(s) and Land",Yes,City,No,Appointment,"Call Listing Agt",,Florida,2014-03-11,One,NE,"2 AVE",1882,"Comm Nonsub",2146,22E,08,15,,7704,,%,1,"Above Ground Electric",,,Yes,City,,1953,"M-1 Light Industrial"
,"- Active",,,,,,Yes,1,0,Yes,,"11-14 Ft.",Ocala,,"Central Electric",Marion,2014-03-06,,"West Hwy 200, on North side.",Yes,Yes,,No,,,,Right,,,,,,,,"Central Electric",,,Yes,Yes,,,,"Month to Month",,No,27158290271513249,2014-03-06,271513249,2715,829,404290,0,Active,27158290,1290000,,5.46,,,,,,2014-03-07T12:08:05,,,2,%,,Yes,,"- Active",,,,,,,,,,,,,,,"SVN FLORIDA INC.-0",,35637-100-02,"16+ Spaces",,,5,2014-03-06T19:44:38,Attached,34476,,Industrial/Warehouse,Commercial,I-Self/Mini-Storage,"200 unit self storage facility located on Hwy 200 in Ocala, FL.  The property includes significant frontage on busy Hwy 200 and offers additional land for future expansion.  Five buildings provide 200 units (50 climate controlled,) 3,600sf of retail/office and 48 RV/Trailer parking places.  SiteLink and P&L reports are available for qualified buyers.  Schedule your site tour today!",3,,"Building(s) and Land",Yes,County,No,"Call Listing Agent","Call Listing Agt",,Florida,2014-03-07,One,SW,"HWY 200",6785,"Comm Nonsub",22612,21E,17,16,,27700,,%,0,"Above Ground Electric",,Yes,Yes,Well,,1997,"B-2 Community Business"
,"- Active",,,,,,Yes,0,0,Yes,,"7-10 Ft.",Ocala,,"Central Electric",Marion,2014-03-11,,"Hwy 441, West side.",Yes,Yes,,No,,,,Right,,,,,,,,"Central Electric",,,Yes,Yes,,,,"1-3 Years",,No,27158290271513249,2014-03-11,271513249,2715,829,404449,0,Active,27158290,425000,,.14,,,,,,2014-04-14T17:22:59,,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"SVN FLORIDA INC.-0",,28575-006-07,"6-15 Spaces",,,2,2014-03-11T14:55:39,Attached,34471,,Office,Commercial,"O-Building,Rt-Retail Store","1,793sf commercial property located on busy Hwy 441 in the heart of Ocala. Two suites, one is currently leased to a law office for an annual gross rent of $18,000 or 1,500/month.  The other suite is occupied by the owner.  Property taxes are $3,774, Insurance is $1,956/year.",3,,"Building(s) and Land",Yes,City,No,"Call Listing Agent","Call Listing Agt",,Florida,2014-04-14,One," S","PINE AVE",1326,"Comm Nonsub",3774,22E,19,15,,1793,,%,2,"Above Ground Electric",,,Yes,City,,1959,"B-4 Regional Business"
,"- Active",,,,,,No,5,6,No,,"7-10 Ft.",Ocala,"Concrete Blk w/ Stucco","Central Electric",Marion,2013-08-23,,"SW 27 Ave/Shady Ln Rd go straight to 90th turn SW 107 Pl, turn right onto SW 18 Ave, 1st left onto SW 107 Ln, SW 107 Ln becomes SW 108 Ln, home on left",Yes,Yes,,No,,,No,Right,,Landscaped,"Dishwasher,Range,Refrigerator","Tile,Vinyl,W/W Carpet",No,County,,"Central Electric",,,Yes,Yes,,,,"1-3 Years",,No,2715380271513221,2013-08-20,271513221,2715,38,395324,0,Active,2715380,119000,,.33,,,,,,2014-04-15T13:10:25,No,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"CB/ELLISON REALTY-0",,3577-002-015,"6-15 Spaces,Garage-Ground Level,Paved",,,5,2014-03-11T19:06:20,Attached,34476,,"Residential Income",Commercial,R-Duplex/Triplex/Quad,"Triplex - Great Investments opportunity! Great location! All units have garages, W/D hookups, 3 septic concrete tanks. Property well-maintained-All Units rented at $650 per mo. *There are 6 Bedrooms and 6 Baths in total.",0,Shingle,"Building(s) and Land,Leases",Yes,Septic,No,"Appointment,Call Listing Agent","Call Listing Agt",No,Florida,2013-08-26,One,SW,"108 LN",1720,"Quail Run",2106,21E,25,16,,4640,,%,3,"Underground Electric",,,No,"Private Water",,1984,"R-3 Mulitple Family Dwelling"
,"- Active",,,,,,Yes,0,0,Yes,,"15-20 Ft.",Williston,"Other-See Remarks",None,Levy,2012-10-23,,"From Williston, north on Highway 41 about .55 mile, look for address on left.",Yes,Yes,"Street Level",No,,,,Agency,,Landscaped,,,Yes,"US Highway",,None,,,Yes,Yes,,0,,None,,No,271507320271513422,2012-10-19,271513422,2715,0732,381579,0,Active,271507320,299900,"Paved Street",0,,,,,,2013-10-16T17:46:00,,,3,%,"Title Insurance",Yes,,"- Active",,,,,,,,,,,,,,,"HARRIETT DOWNS REAL ESTATE-0","1-3 Doors",22131-00B-00I-00,"2-5 Spaces",,,6,2012-10-23T18:44:52,Attached,32696,,Retail,Commercial,"O-Personal Services,Rt-Restaurant/Bar,Rt-Retail Store,Rt-Strip Stores,I-Warehouse","BRAND NEW FLEX OFFICE/WAREHOUSE. Great location inside Williston Enterprise Zone allows for multiple tax credits for operating expenses and primary build out. Plenty of potential for both office and warehouse space with 16' clearance for custom bi-level build out. Eight units available each with base footprint prox. 1,080 square feet. Each unit has potential yield of approximately 1,800 square feet. Customer parking, storefront entrance, 14' rear overhead door. Good visibility on Hwy 41.",0,Metal,"Building(s) and Land",Yes,City,No,"Appointment,Call Listing Agent,Vacant","Call Listing Agt",,Florida,2010-04-27,Two,NW,"MAIN ST",820,"Out Of County",6800,19E,31,12,,14400,,%,1,"Underground Electric",,,Yes,City,,2008,"B-2 Community Business"
,"- Active",,,644,,,No,1,0,No,,"7-10 Ft.",Williston,Frame,None,Levy,2013-04-03,,"In Williston, north on Main Street, T/L on NW 7 Blvd., look for green sign on right.",Yes,Yes,,No,,,,Agency,,,,,,City,,None,,,Yes,Yes,,,,None,,No,271507320271513422,2013-04-02,271513422,2715,0732,388605,0,Active,271507320,75000,"Paved Street,In City Limits",1,,,,,,2013-04-04T12:32:56,,,3,%,"Title Insurance",Yes,,"- Active",,,,,,,,,,,,,,,"HARRIETT DOWNS REAL ESTATE-0",,048190050A,"16+ Spaces,Carport,Unpaved",,,13,2013-04-03T16:57:22,Attached,32696,,Other,Commercial,"R-Apartment,O-Building","ENDLESS POTENTIAL! Partially fenced 1 acre parcel adjacent to Williston Youth Athletic field. Paved road frontage. Existing building in the process of being remodeled. Being sold As-Is.",0,Shingle,"Building(s) and Land",Yes,City,No,"Call Listing Agent,Vacant","Call Listing Agt",,Florida,2013-04-04,One,NW,"7 BLVD",741,"Out Of County",1020,19E,31,12,,644,,%,1,"Above Ground Electric",,,No,City,,1995,"B-2 Community Business"
,"- Active",,,,,,Yes,2,2,Yes,,"7-10 Ft.",Williston,Frame,"Central Electric",Levy,2014-03-11,,"In Williston, south on Main Street from Noble Avenue, look for green signs on left",Yes,Yes,,No,,,,Agency,,,,,No,City,,"Central Electric",,,Yes,Yes,,,,None,,No,271507320271513422,2014-03-10,271513422,2715,0732,404452,0,Active,271507320,69000,"Paved Street,In City Limits",.98,,,,,,2014-03-12T12:32:44,Yes,,3,%,"Title Insurance",Yes,,"- Active",,,,,,,,,,,,,,,"HARRIETT DOWNS REAL ESTATE-0",,0577000000,"6-15 Spaces",,,8,2014-03-11T15:37:14,Attached,32696,,Office,Commercial,"O-Building,O-Other See Remarks","COMMERCIAL BUILDING AND ADJACENT LOTS! Ideal location for your business on South Main Street in town. Almost 1 acre total with over 200' of frontage. Existing building was being remodeled and is ready for your finishing touches.",0,Shingle,"Building(s) and Land",Yes,Septic,No,"Call Listing Agent,Vacant","Call Listing Agt",,Florida,2014-03-12,One," S","MAIN ST",519,"Home Non Sub",964,19E,06,13,,1000,,%,1,"Above Ground Electric",,,Yes,City,,,"Limited Neighborhood Bus"
,"- Active",,,2868,1600,,Yes,1,0,No,,"11-14 Ft.",Ocala,"Concrete Block","Central Electric",Marion,2013-07-31,,"South on 27/441/301 just past Lake Weir Ave the property will be on the right.",Yes,Yes,,No,,,,Right,,"Security Lighting",,"Concrete,W/W Carpet",Yes,"County,US Highway",,"Central Gas",,,Yes,Yes,,,,None,,No,27154210271510849,2013-07-31,271510849,2715,421,394107,0,Active,27154210,434500,"Paved Street,Highway Frontage,County Zoning",2.08,,,,,,2014-01-30T17:05:51,,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"HOMERUN REALTY, LLC-0",,3111-007-002,"Paved,Unpaved",,,10,2013-08-01T15:42:38,Attached,34480,,Retail,Commercial,"OT-Other See Remarks","Perfect location with 441 ft of frontage on South Pine Ave. This property was a RV Sales & Service Center. The main building was used for sales, service & storage and the 1600 square foot warehouse for repairs. Corner lot with 293 ft of frontage on SE 40 Loop. Great opportunity in prime area!!",2,"Metal,Rolled","Building(s) and Land",Yes,Septic,No,"Call List Office,Vacant","Call List Office",,Florida,2013-10-16,One," S","PINE AVE",4250,"Roosevelt Vlg",3970.97,22E,33,15,Cash,4468,,%,2,"Above Ground Electric,Street Lights",,,Yes,City,,1960,"B-4 Regional Business"
,"- Active",,,,,,Yes,0,0,No,,"7-10 Ft.",OCALA,,None,Marion,2013-12-18,,"From Ocala take I-75 to HWY 484, property on left next to Summerglen sign.",Yes,Yes,,No,,,,Right,,,,,,County,,None,,,Yes,Yes,,,,None,,No,27154210271510849,2013-12-17,271510849,2715,421,400704,0,Active,27154210,525000,"Paved Street,Highway Frontage",1.2,,,,,,2013-12-18T14:15:32,,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"HOMERUN REALTY, LLC-0",,41200-061-03,"16+ Spaces",,,1,2013-12-18T13:46:35,Attached,34473,,Opportunity,Commercial,"B-Retail,B-Service,B-Restaurant","PRIME LOCATION! Fantastic HWY frontage for business opportunity. Located on 4 lane hwy with easy access to I-75. Used to be Dairy Queen. Zoned B-4 (regional business), ideal location for fast food restaurant with drive-thru.",2,,"Building(s) and Land",Yes,Septic,No,"Call List Office,Other-See Remarks",Vacant,,Florida,2013-12-18,One,SW,"HWY 484",2260,"Acrg Nonsub",3229,21E,12,17,,768,,%,1,"Underground Electric",,,Yes,City,,,"B-4 Regional Business"
,"- Active",,,16391,,,Yes,0,0,No,,"7-10 Ft.",Ocala,,"Central Electric",Marion,2013-02-08,,"From East Silver Springs Blvd, Left on SE Osceola Avenue, Right on SE 3rd Street, Right on SE 1st Avenue, property on Right.",Yes,Yes,,No,,,,Right,,"Wheelchair Access","Public Restrooms,Storage Area,Wheelchair Accessible","Tile,W/W Carpet",Yes,City,,"Central Electric",,,Yes,Yes,,,,None,,No,27154210271510849,2013-02-08,271510849,2715,421,386085,0,Active,27154210,734900,"Paved Street,One Way Street,In City Limits",1.18,230,,,224,,2014-04-15T20:56:15,,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"HOMERUN REALTY, LLC-0",,2823-068-000,"16+ Spaces,Paved",,,20,2013-10-09T20:20:07,Attached,34471,,Office,Commercial,"I-Manufacturing,I-Office Showroom,O-Building,O-Medical Office,O-Other See Remarks","You can't get a better location!! Downtown Ocala, old Social Security office. Building has been updated, including new paint, and is move-in ready. Over 16,000 sqft. Separate bathrooms for men and women. Large waiting room, office windows. Great for all types of businesses.  Lots of thru traffic, plenty of parking. Don't miss out on this awesome deal.",2,,"Building(s) and Land",Yes,City,No,"Call List Office","Call List Office",,Florida,2013-10-16,One,SE,"1 AVE",217,"Old Survey","23,669",22E,17,15,,16391,,%,1,"Above Ground Electric",,No,Yes,City,,1936,"B-3 Specialty Business"
,"- Active",,,5600,,,Yes,0,0,No,,"7-10 Ft.,15-20 Ft.",Ocala,"Other-See Remarks","Central Electric",Marion,2013-06-25,,"South on 441, property on Right.",Yes,Yes,"Dock Height,Street Level",No,,,,Right,,"Fenced,Security Lighting","Public Restrooms,Storage Area",Concrete,No,"US Highway",,"Central Electric",,,Yes,Yes,,,,"Other-See remarks",,No,27154210271510849,2013-06-25,271510849,2715,421,392335,0,Active,27154210,695000,"Paved Street,Private Street,Highway Frontage,County Zoning",3.23,200,,,178,,2014-03-27T20:26:14,,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"HOMERUN REALTY, LLC-0","12 Ft. or More",35909-000-00,"16+ Spaces",,,25,2014-03-05T14:07:45,Attached,34480,,Industrial/Warehouse,Commercial,"I-Warehouse,I-Manufacturing,I-Other See Remarks","Great warehouse zoned B-4, built in 1997. Also has storefront on Hwy 441/301. Building sits on 3.23 acres on the South side of Ocala with plenty of room to expand. 2,000 sqft of showroom, great location, 11,000 sqft. warehouse space with truck wells, storage areas, security system, fenced in property and more. You don't want to miss out on the money making location.",2,Metal,"Building(s) and Land",Yes,Septic,No,"Call List Office","Call List Office",,Florida,2014-03-27,One," S","PINE AVE",5320,"Comm Nonsub",6211.96,22E,04,16,"Cash,Conventional",13040,,%,2,"Street Lights",,No,Yes,Well,,1997,"B-4 Regional Business"
,"- Active",,,,,,Yes,0,0,No,,"7-10 Ft.",Ocala,Frame,"Central Electric",Marion,2013-09-12,,"From the Downtown Ocala Square head East on Silver Springs Blvd to property on Right.",Yes,Yes,,No,,,,Right,,"Sprinklers-Landscaped,Wheelchair Access","Private Restrooms,Security Alarm System,Smoke Alarm System,Wheelchair Accessible","Hardwood/Parquet,W/W Carpet",Yes,,,"Central Electric",,,Yes,Yes,,,,None,,No,27154210271510849,2013-09-11,271510849,2715,421,396195,0,Active,27154210,515000,"Paved Street,Highway Frontage,In City Limits",1.04,,,,,,2014-04-11T14:05:07,,,3,%,,Yes,,"- Active",,,,,,,,,,,,,,,"HOMERUN REALTY, LLC-0",,2820-047-033,"16+ Spaces",,,10,2013-09-12T17:58:28,Attached,34470,,Office,Commercial,"O-Personal Services,Rt-Restaurant/Bar,Rt-Retail Store","Prime location on E Silver Springs Blvd! Historic Victorian with over 7,600 sq ft of professional office space. Completely renovated, numerous offices, conference room, 7 restrooms, and full kitchen. Access from SS Blvd and NE 8th Ave. Completely updated HVAC, electric, plumbing, alarm system and full sprinkler system. Listing consists of 2 parcels (2820-047-003 & 2820-046-007)total of 1.04 acres in the Tuscawilla Park Historic District. Former uses restaurant and offices.",5,Shingle,"Building(s) and Land",Yes,City,No,"Call Listing Agent","Call Listing Agt",,Florida,2013-11-18,Two,E,"Silver Springs Blvd",725,"Caldwell Add",TDB,22E,17,15,Cash,7625,,%,1,"Above Ground Electric",,,Yes,City,,,"B-2 Community Business"
,"- Active",No,,19584,,,Yes,1,0,No,,"11-14 Ft.",Ocala,Prefabricated,None,Marion,2014-03-18,,"From Ocala head south on St Rd 35 (Baseline Rd) T/L on SE 83 St",Yes,Yes,,No,,,No,Right,,Fenced,,Concrete,No,,75245,None,,,Yes,Yes,,,,"1-3 Years",,No,27154210271510849,2014-03-18,271510849,2715,421,404842,0,Active,27154210,625000,"Paved Street,Gated Community",4.6,475,,,425,,2014-04-07T13:02:04,,59465,3,%,"Title Insurance",Yes,,"- Active",,,,,,,,,,,,,,15781,"HOMERUN REALTY, LLC-0","12 or More Ft. Wide",37513-001-00,"16+ Spaces",,,7,2014-03-18T20:49:57,Attached,34472,,"Income Producing",Commercial,"I-Warehouse,I-Truck Terminal/Hub,IP-Income Producing","Long term lease to Tanker truck repair business.  This is an income property.   Lease in file at listing office.  Please view pictures and paper clip.   Do not go to property without listing agent.",1,Metal,"Building(s) and Land,Leases",Yes,City,No,"Appointment,Call Listing Agent","Call Listing Agt",,Florida,2014-04-07,One,SE,"83 ST",6026,"Comm Nonsub",2000,23E,18,16,Cash,19584,,%,2,"Street Lights,Underground Electric",,,Yes,City,,1987,"B-5 Heavy Business"
,"- Active",,,,,,Yes,1,0,No,,"7-10 Ft.",Ocala,,"Central Electric",Marion,2014-04-03,,"GO SOUTH ON 441 FROM OCALA AND THE PROPERTY IS ON THE RIGHT HAND SIDE....JUST BEFORE BELLEVIEW BYPASS",Yes,Yes,,No,,,,Right,,,,,,,,"Central Electric",,,Yes,Yes,,,,None,,No,27154210271510849,2014-04-02,271510849,2715,421,405603,0,Active,27154210,1500000,,3.75,,,,,,2014-04-03T13:19:47,,,2.5,%,,Yes,,"- Active",,,,,,,,,,,,,,,"HOMERUN REALTY, LLC-0",,36947-001-00,"6-15 Spaces",,,7,2014-04-03T13:19:11,Attached,34480,,Retail,Commercial,"I-Warehouse,Rt-Retail Store","THIS IS A GREAT LOCATION WITH LARGE TRAFFIC COUNT AND UNLIMITED POSSIBILITIES. REAL ESTATE & BUILDINGS ONLY...BUSINESS IS NOT FOR SALE. NICE OFFICE BUILDING WITH A HUGE SHOW ROOM & WAREHOUSE STORAGE IN THE BACK. THIS PROPERTY IS A DEFINITE MUST SEE!",3,,"Building(s) and Land",Yes,Septic,No,"Appointment,Call Listing Agent","Call Listing Agt",,Florida,,One," S","HWY 441",9200,"Comm Nonsub","7,145.7",22E,23,16,,3420,,%,2,"Above Ground Electric",,,Yes,Well,,1998,"B-4 Regional Business"
